Year	CCAA	Type	Value
2021	canarias	pm25	37.64620056595514
2021	canarias	so2	2.5735689835270903
2021	cantabria	co	1.0445217504625781
2021	cantabria	no2	5.408191227577453
2021	cantabria	o3	24.330964766169977
2021	cantabria	pm10	19.432670461118924
2021	cantabria	pm25	31.829609051735005
2021	cantabria	so2	1.7068480012717413
2021	castilla_leon	co	0.9300213261670993
2021	castilla_leon	no2	5.97512781762025
2021	castilla_leon	o3	30.089754350262165
2021	castilla_leon	pm10	12.488382824473517
2021	castilla_leon	pm25	28.34044883083117
2021	castilla_leon	so2	3.5769155042673866
2021	catalunya	co	1.2906428274096724
2021	catalunya	no2	10.673405120892422
2021	catalunya	o3	28.638479064763033
2021	catalunya	pm10	21.28645001399805
2021	catalunya	pm25	39.32963253630931
2021	catalunya	so2	1.4169001559228631
2021	ceuta	co	0.2625283266947678
2021	ceuta	no2	20.0
2021	ceuta	o3	60.0
2021	ceuta	pm10	15.0
2021	ceuta	pm25	8.0
2021	ceuta	so2	0.4475236878945454
2021	comunidad_valenciana	co	0.8901514399592948
2021	comunidad_valenciana	no2	4.021822357400255
2021	comunidad_valenciana	o3	31.36983368390768
2021	comunidad_valenciana	pm10	10.9005411520196
2021	comunidad_valenciana	pm25	27.125497691355548
2021	comunidad_valenciana	so2	1.5789307825918393
2021	extremadura	co	0.8574467794121197
2021	extremadura	no2	5.209594981973154
2021	extremadura	o3	20.554758376097958
2021	extremadura	pm10	13.1025
2021	extremadura	pm25	26.128891772019468
2021	extremadura	so2	1.4616622508014494
2021	galicia	co	1.2005527453095786
2021	galicia	no2	5.501612399621965
2021	galicia	o3	25.13659912595958
2021	galicia	pm10	20.195499191814275
2021	galicia	pm25	40.72697940966928
2021	galicia	so2	1.1983077445434016
2021	madrid	co	1.401179056308263
2021	madrid	no2	11.611122293327004
2021	madrid	o3	34.39468629219338
2021	madrid	pm10	18.6519795252873
2021	madrid	pm25	42.697992218945984
2021	madrid	so2	1.8320253471310557
2021	melilla	co	0.2
2021	melilla	no2	5.0
2021	melilla	o3	60.0
2021	melilla	pm10	52.0
2021	melilla	pm25	14.0
2021	melilla	so2	2.0
2021	murcia	co	1.2053732753547204
2021	murcia	no2	4.578023479037716
2021	murcia	o3	28.896183339363002
2021	murcia	pm10	18.960369339700033
2021	murcia	pm25	36.73122182372844
2021	murcia	so2	2.7646154147726882
2021	navarra	co	1.0086542908166165
2021	navarra	no2	2.111721507901795
2021	navarra	o3	30.885091221265846
2021	navarra	pm10	14.83540611783472
2021	navarra	pm25	30.73662346507369
2021	navarra	so2	1.0256890329516426
2021	pais_vasco	co	1.1568392427566259
2021	pais_vasco	no2	6.06657022765107
2021	pais_vasco	o3	27.874094865136236
2021	pais_vasco	pm10	16.42327637925681
2021	pais_vasco	pm25	35.25224899945037
2021	pais_vasco	so2	1.845906690936713
2021	rioja	co	1.2827872330298187
2021	rioja	no2	8.907876778794131
2021	rioja	o3	29.833133796778228
2021	rioja	pm10	20.080542321283954
2021	rioja	pm25	39.090249777770275
2021	rioja	so2	1.8860546236818119
2021	total_nacional	co	1.1266449938690597
2021	total_nacional	no2	7.075062007602183
2021	total_nacional	o3	31.870372390962935
2021	total_nacional	pm10	20.294987647654796
2021	total_nacional	pm25	33.12953216505894
2021	total_nacional	so2	1.8100413620754006
2022	andalucia	co	1.3126712470611226
2022	andalucia	no2	7.46154747681485
2022	andalucia	o3	32.82835024378764
2022	andalucia	pm10	25.53384093995207
2022	andalucia	pm25	40.00090241194636
2022	andalucia	so2	1.8837613705498397
2022	aragon	co	1.230035867590124
2022	aragon	no2	8.585953617333738
2022	aragon	o3	26.99598173003713
2022	aragon	pm10	19.0914925333866
2022	aragon	pm25	38.89400037394983
2022	aragon	so2	2.175748310540232
2022	asturias	co	1.608370544438192
2022	asturias	no2	8.306509025952517
2022	asturias	o3	22.93897940569177
2022	asturias	pm10	26.516147825971835
2022	asturias	pm25	49.011718154382216
2022	asturias	so2	2.2538509947527174
2022	baleares	co	1.0940099464024762
2022	baleares	no2	5.846261371616203
2022	baleares	o3	31.714678227859025
2022	baleares	pm10	17.324514777432245
2022	baleares	pm25	33.337658002123085
2022	baleares	so2	1.6314986599809738
2022	canarias	co	1.338332770658884
2022	canarias	no2	5.168978480436986
2022	canarias	o3	29.21447978420713
2022	canarias	pm10	33.348960149787025
2022	canarias	pm25	40.78288350848829
